"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61"
"1",16.2942099047419,17.2549993438942,18.2157887830465,19.1765782221988,20.1373676613512,21.0981571005035,22.0589465396558,23.0197359788081,23.9805254179605,24.9413148571128,25.9021042962651,26.8628937354174,27.8236831745698,28.7844726137221,29.7452620528744,30.7060514920267,31.6668409311791,32.6276303703314,33.5884198094837,34.549209248636,35.5099986877884,36.4707881269407,37.431577566093,38.3923670052453,39.3531564443977,40.31394588355,41.2747353227023,42.2355247618546,43.196314201007,44.1571036401593,45.1178930793116,46.0786825184639,47.0394719576163,48.0002613967686,48.9610508359209,49.9218402750732,50.8826297142256,51.8434191533779,52.8042085925302,53.7649980316825,54.7257874708349,55.6865769099872,56.6473663491395,57.6081557882918,58.5689452274442,59.5297346665965,60.4905241057488,61.4513135449011,62.4121029840535,63.3728924232058,64.3336818623581,65.2944713015104,66.2552607406628,67.2160501798151,68.1768396189674,69.1376290581197,70.098418497272,71.0592079364244,72.0199973755767,72.9807868147291,73.9415762538814
"2",15.2942099047419,16.2549993438942,17.2157887830465,18.1765782221988,19.1373676613512,20.0981571005035,21.0589465396558,22.0197359788081,22.9805254179605,23.9413148571128,24.9021042962651,25.8628937354174,26.8236831745698,27.7844726137221,28.7452620528744,29.7060514920267,30.666840931179,31.6276303703314,32.5884198094837,33.549209248636,34.5099986877884,35.4707881269407,36.431577566093,37.3923670052453,38.3531564443977,39.31394588355,40.2747353227023,41.2355247618546,42.196314201007,43.1571036401593,44.1178930793116,45.0786825184639,46.0394719576163,47.0002613967686,47.9610508359209,48.9218402750732,49.8826297142256,50.8434191533779,51.8042085925302,52.7649980316825,53.7257874708349,54.6865769099872,55.6473663491395,56.6081557882918,57.5689452274442,58.5297346665965,59.4905241057488,60.4513135449011,61.4121029840535,62.3728924232058,63.3336818623581,64.2944713015104,65.2552607406628,66.2160501798151,67.1768396189674,68.1376290581197,69.0984184972721,70.0592079364244,71.0199973755768,71.980786814729,72.9415762538813
"3",14.2942118355541,15.2550004385017,16.2157890414494,17.1765783172613,18.1373677244757,19.0981571316901,20.0589465396558,21.0197359788081,21.9805254179605,22.9413148571128,23.9021042962651,24.8628937354174,25.8236831745698,26.7844726137221,27.7452620528744,28.7060514920267,29.6668409311791,30.6276303703314,31.5884198094837,32.549209248636,33.5099986877884,34.4707881269407,35.431577566093,36.3923670052453,37.3531564443976,38.31394588355,39.2747353227023,40.2355247618546,41.196314201007,42.1571036401593,43.1178930793116,44.0786825184639,45.0394719576163,46.0002613967686,46.9610508359209,47.9218402750732,48.8826297142256,49.8434191533779,50.8042085925302,51.7649980316825,52.7257874708349,53.6865769099872,54.6473663491395,55.6081557882918,56.5689452274442,57.5297346665965,58.4905241057488,59.4513135449011,60.4121029840535,61.3728924232058,62.3336818623581,63.2944713015105,64.2552607406627,65.2160501798151,66.1768396189674,67.1376290581197,68.0984184972721,69.0592079364244,70.0199973755767,70.980786814729,71.9415762538814
"4",13.2943378927491,14.2550421179023,15.2158200211127,16.1765989193976,17.1373778176826,18.0981605111244,19.0589491140721,20.0197377170198,20.9805263199674,21.9413150158006,22.9021044230151,23.8628938302295,24.8236832374439,25.7844726446583,26.7452620528744,27.7060514920267,28.6668409311791,29.6276303703314,30.5884198094837,31.549209248636,32.5099986877884,33.4707881269407,34.431577566093,35.3923670052453,36.3531564443977,37.31394588355,38.2747353227023,39.2355247618546,40.196314201007,41.1571036401593,42.1178930793116,43.0786825184639,44.0394719576163,45.0002613967686,45.9610508359209,46.9218402750732,47.8826297142256,48.8434191533779,49.8042085925302,50.7649980316826,51.7257874708349,52.6865769099872,53.6473663491395,54.6081557882918,55.5689452274442,56.5297346665965,57.4905241057488,58.4513135449011,59.4121029840535,60.3728924232058,61.3336818623581,62.2944713015105,63.2552607406628,64.2160501798151,65.1768396189674,66.1376290581197,67.098418497272,68.0592079364244,69.0199973755768,69.980786814729,70.9415762538814
"5",12.2955706663414,13.2558635465523,14.2161618030534,15.1768660282066,16.1375702533598,17.098274478513,18.0589961281059,19.0197750263909,19.9805539246758,20.9413328229608,21.9021117212457,22.8628977896424,23.8236863925901,24.7844749955378,25.7452635984854,26.7060522014331,27.6668411215544,28.6276305287688,29.5884199359832,30.5492093431977,31.5099987504121,32.4707881576265,33.431577566093,34.3923670052453,35.3531564443977,36.31394588355,37.2747353227023,38.2355247618546,39.196314201007,40.1571036401593,41.1178930793116,42.0786825184639,43.0394719576163,44.0002613967686,44.9610508359209,45.9218402750732,46.8826297142256,47.8434191533779,48.8042085925302,49.7649980316825,50.7257874708349,51.6865769099872,52.6473663491395,53.6081557882918,54.5689452274442,55.5297346665965,56.4905241057488,57.4513135449011,58.4121029840535,59.3728924232058,60.3336818623581,61.2944713015104,62.2552607406628,63.2160501798151,64.1768396189674,65.1376290581197,66.0984184972721,67.0592079364244,68.0199973755767,68.9807868147291,69.9415762538814
"6",11.3013767352422,12.2599431867583,13.2185096382744,14.1785090714831,15.138801951694,16.0990948319049,17.0593941636641,18.0200983888173,18.9808026139705,19.9415068391237,20.9022110642769,21.8629511333841,22.8237300316691,23.784508929954,24.7452878282389,25.7060667265239,26.6668464652128,27.6276350681604,28.5884236711081,29.5492122740558,30.5100008770035,31.4707894799511,32.4315780828988,33.3923672273081,34.3531566345226,35.313946041737,36.2747354489514,37.2355248561659,38.1963142633803,39.1571036705947,40.1178930793116,41.0786825184639,42.0394719576163,43.0002613967686,43.9610508359209,44.9218402750732,45.8826297142256,46.8434191533779,47.8042085925302,48.7649980316825,49.7257874708349,50.6865769099872,51.6473663491395,52.6081557882918,53.5689452274441,54.5297346665965,55.4905241057488,56.4513135449011,57.4121029840535,58.3728924232058,59.3336818623581,60.2944713015105,61.2552607406628,62.2160501798151,63.1768396189674,64.1376290581198,65.0984184972721,66.0592079364244,67.0199973755767,67.980786814729,68.9415762538814
"7",10.3195040844879,11.2723342144378,12.2263730729332,13.1849395244493,14.1435059759654,15.1020724274814,16.0614474766248,17.0217403568358,17.9820332370466,18.9423261172575,19.9026265242748,20.863330749428,21.8240349745812,22.7847391997344,23.7454434248875,24.7061476500407,25.6669061386623,26.6276850369472,27.5884639352322,28.5492428335171,29.5100217318021,30.470800630087,31.4315837437308,32.3923723466784,33.3531609496261,34.3139495525738,35.2747381555215,36.2355267584692,37.1963153614168,38.1571039643645,39.1178933330619,40.0786827402763,41.0394721474908,42.0002615547052,42.9610509619196,43.921840369134,44.8826297763485,45.8434191835629,46.8042085925302,47.7649980316825,48.7257874708349,49.6865769099872,50.6473663491395,51.6081557882918,52.5689452274442,53.5297346665965,54.4905241057488,55.4513135449011,56.4121029840535,57.3728924232058,58.3336818623581,59.2944713015104,60.2552607406628,61.2160501798151,62.1768396189674,63.1376290581197,64.0984184972721,65.0592079364244,66.0199973755767,66.9807868147291,67.9415762538814
"8",9.35936390923756,10.296716908608,11.2492445937292,12.202074723679,13.1549048536289,14.1099358621402,15.0685023136563,16.0270687651724,16.9856352166885,17.9443858817666,18.9046787619775,19.8649716421884,20.8252645223993,21.7855574026102,22.7458588848854,23.7065631100386,24.6672673351918,25.627971560345,26.5886757854982,27.5493800106514,28.5100842358046,29.4708611439405,30.4316400422254,31.3924189405103,32.3531978387953,33.3139767370802,34.2747556353652,35.2355345336501,36.1963210222488,37.1571096251965,38.1178982281441,39.0786868310918,40.0394754340395,41.0002640369872,41.9610526399349,42.9218412428825,43.8826300316012,44.8434194388157,45.8042088460301,46.7649982532445,47.725787660459,48.6865770676734,49.6473664748878,50.6081558821022,51.5689452893166,52.5297346965311,53.4905241057488,54.4513135449011,55.4121029840535,56.3728924232058,57.3336818623581,58.2944713015105,59.2552607406628,60.2160501798151,61.1768396189674,62.1376290581198,63.0984184972721,64.0592079364244,65.0199973755767,65.980786814729,66.9415762538814
"9",8.42024014930867,9.35759314867915,10.2949461480496,11.2322991474201,12.1789851029704,13.1318152329202,14.0846453628701,15.03747549282,15.9934986513473,16.9520651028634,17.9106315543794,18.8691980058955,19.8277644574116,20.7876171671192,21.7479100473301,22.708202927541,23.6684958077519,24.6287886879628,25.5890912454961,26.5497954706493,27.5104996958025,28.4712039209557,29.4319081461089,30.3926123712621,31.3533165964153,32.3140372509337,33.2748161492187,34.2355950475036,35.1963739457885,36.1571528440735,37.1179317423584,38.0787106406434,39.0394895389283,40.0002696978192,40.9610583007668,41.9218469037145,42.8826355066622,43.8434241096098,44.8042127125575,45.7650013155052,46.7257899184529,47.6865785214005,48.6473671243482,49.608156137355,50.5689455445694,51.5297349517839,52.4905243589983,53.4513137662127,54.4121031734271,55.3728925806415,56.333681987856,57.2944713950704,58.2552608022848,59.2160502094992,60.1768396189674,61.1376290581198,62.0984184972721,63.0592079364244,64.0199973755767,64.980786814729,65.9415762538814
"10",7.54990875639118,8.45275279555213,9.35582238812074,10.2931753874912,11.2305283868617,12.1678813862322,13.1087256122116,14.0615557421614,15.0143858721113,15.9672160020612,16.920046132011,17.8770614405543,18.8356278920704,19.7941943435865,20.7527607951025,21.7113272466186,22.6705555722609,23.6308484524718,24.5911413326827,25.5514342128936,26.5117270931045,27.4720199733154,28.4323236061068,29.39302783126,30.3537320564132,31.3144362815664,32.2751405067196,33.2358447318728,34.196548957026,35.1572531821792,36.1179922562119,37.0787711544968,38.0395500527817,39.0003289510667,39.9611078493516,40.9218867476366,41.8826656459215,42.8434445442065,43.8042234424914,44.7650069763372,45.7257955792848,46.6865841822325,47.6473727851802,48.6081613881279,49.5689499910755,50.5297385940232,51.4905271969709,52.4513157999186,53.4121044028662,54.3728930058139,55.3336822431088,56.2944716503232,57.2552610575376,58.216050464752,59.1768398719665,60.1376292791809,61.0984186863953,62.0592080936097,63.0199975008241,63.9807869080386,64.941576315253
