"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"1",9.98168677042425e-05,0.0205592354095472,0.0959687271445622,0.216266019539408,0.363305778186755,0.524029144839432,0.690192020976073,0.856749229276604,1.02064971051864,1.18007717124788,1.33399552263102,1.4818540326177,1.62340664579959,1.75861036606994,1.8875541353956,2.01040507592072,2.127373408284,2.23869172460796,2.34460524516224,2.44536833666029,2.54123856612532,2.63246942104369,2.71930523500577,2.80197867441419,2.88070992239814,2.95570676800801,3.02716511113035,3.09526962334258,3.1601944395139,3.22210382604454
"2",0.000418048320573793,0.0352623490483501,0.138151551596659,0.288060879115884,0.462891292939174,0.648602198973758,0.836932481237454,1.02310209475463,1.20438195551463,1.37926935554214,1.54698838700817,1.70721251673477,1.8598990778919,2.00517212883757,2.14324813010221,2.2743964654052,2.39892255210364,2.51715204984566,2.62941400215858,2.73602949423519,2.83730600770542,2.93353529091455,3.02499300454087,3.11193918254745,3.194619777152,3.27327000422742,3.3481156367695,3.4193714174069,3.48723946527327,3.55190876991723
"3",0.000736279773443343,0.0499814737765197,0.180523078838122,0.360391963683205,0.563452484112392,0.774622905229717,0.98559148849063,1.19182688910525,1.39092046482132,1.58166125064814,1.76354857604431,1.93649556383645,2.10064310504044,2.25626496739825,2.40372062063248,2.5434126216169,2.67575367583464,2.80114850333993,2.91998572264604,3.03263563053002,3.13945400553939,3.24078496133018,3.33695727903536,3.42828022279764,3.51504191491661,3.59750972636799,3.67593164213901,3.75053793342769,3.82154281254661,3.88914594308047
"4",0.00106510358415923,0.065410633060105,0.224923769419713,0.43599290205251,0.668294736913375,0.905723701273947,1.13995906105767,1.36676207757466,1.58406058198284,1.79098501985317,1.98731621070735,2.17319186198733,2.3489648039676,2.51509873625055,2.67209680657913,2.82046508421642,2.96070133494991,3.0932972293304,3.2187309825069,3.33745579502874,3.44989397754616,3.55643625203791,3.65744357355168,3.75324976923315,3.84416421272269,3.93047425654876,4.01244794426207,4.09033867127655,4.16438787897111,4.23482361598149
"5",0.00491940930122474,0.10463138433719,0.306408956339959,0.554981930571287,0.81897039259693,1.08306974401982,1.33991647519868,1.58606895666415,1.82009592801393,2.04159186518429,2.25071603489253,2.44792214036472,2.63378734262314,2.80893555480178,2.97401695058333,3.1296817551903,3.27655165988879,3.4152063229413,3.54618106166624,3.66996937284347,3.78702849046941,3.89778976614646,4.00266262133107,4.10203023715664,4.1962465237059,4.28563641520935,4.37049801726535,4.45110532898208,4.52771091007938,4.60054826142217
"6",0.00887714185397768,0.144444684485302,0.388966842023372,0.675509507151494,0.97163075878622,1.26282329456371,1.54267431630899,1.80854722334841,2.05962362867596,2.29600967648259,2.51823335689422,2.72701590598894,2.92318117498158,3.10757113941987,3.28099116097075,3.44419099191746,3.59786888132849,3.74268822779584,3.87927584954585,4.00821119572107,4.13002290281409,4.2451915510159,4.35415472836285,4.45731229305999,4.55503106276189,4.64764876949012,4.73547743809277,4.81880813426162,4.89791710844679,4.97306601982296
"7",0.0128348744067306,0.184386616161477,0.472112754997247,0.797219894737399,1.12607649433734,1.44492249269133,1.74828144776323,2.03431779985838,2.30286254249874,2.55448021365982,2.79009690544126,3.01076511043905,3.21752681751152,3.41137928165002,3.59328609118263,3.76415672239399,3.92482353608208,4.07603821427401,4.21847869298367,4.35275869923621,4.47943962785581,4.59904732278909,4.71207590655888,4.81898157640724,4.92018027583806,5.01604987622571,5.10693417634447,5.19314709730959,5.27497644898742,5.35268712325691
"8",0.0170664989909181,0.227004730171476,0.560090352527259,0.925166704356679,1.28765073178063,1.63472491481023,1.96197628764047,2.26843477371341,2.55459413998434,2.82157718748028,3.070681790855,3.3032421968518,3.52057928377235,3.7239252895512,3.91439225298422,4.09297732218883,4.2605925328236,4.41809075142896,4.56625658313535,4.70579775203701,4.83734849492191,4.96147823166676,5.07870076674564,5.18948233206532,5.29424817686208,5.39338789247538,5.48726127119591,5.57620787516544,5.66054954424384,5.74058580824279
"9",0.0399738519887716,0.317336211249044,0.705092338703244,1.11169750375497,1.50645785874804,1.87932668438297,2.22767062282676,2.55173126030104,2.85280947749521,3.13256694596503,3.39276652467728,3.6350727490785,3.8609918830017,4.07191535345935,4.26913353494534,4.4538066771448,4.62696113661319,4.78950464070456,4.94224514903554,5.08591112177121,5.22117890249839,5.34867961662012,5.46898959071003,5.58262803475872,5.69006166340336,5.79171142768204,5.88795898586052,5.97915220777887,6.06560966968574,6.14762429373357
"10",0.0630111352414674,0.408064921441641,0.850907456967084,1.29949914907753,1.72698865624381,2.1260620662348,2.49590750648034,2.83790999131884,3.15422306954515,3.4470976965642,3.71865279569405,3.97088633195816,4.20560690241166,4.42439722302924,4.62863768468692,4.81956465736349,4.99831758091707,5.16592668476666,5.32330465364045,5.47125704122394,5.61049843223731,5.74166751924275,5.86533938889695,5.98203516299735,6.09223169076023,6.19637715590788,6.29489486604536,6.38817527933143,6.4765729558044,6.56040871946756
