"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"1",4.73175244753872,6.86029382236688,8.4237716378543,9.68884363332595,10.7609000420774,11.6946487652124,12.5229792220846,13.267421026611,13.9431680987694,14.5612270056814,15.130134265125,15.6564019852116,16.1453052919158,16.6012316506249,17.0276977151615,17.4276276250737,17.8036275508013,18.1579379180458,18.4924331591316,18.8087010628845,19.1081627693047,19.3921526370023,19.6618654313748,19.9183385524759,20.1624752692906,20.3950727512074,20.6168448444838,20.8284534846894,21.0305465967544,21.2237365687017
"2",4.53138448777703,6.46051711905052,7.82965526079337,8.90579094458164,9.79452591405007,10.5499582035621,11.2056190152455,11.7824404044983,12.2952596133259,12.7557246533696,13.1718540877013,13.5495878389273,13.894145703717,14.2102010059133,14.501263219537,14.7700434991953,15.0187729430122,15.2493595616957,15.4634702611973,15.6626774607015,15.8485921154502,16.0225581225138,16.1856371187245,16.3387109078277,16.4825443645119,16.6178183109109,16.7451475418284,16.8650917395714,16.9781628426007,17.0848305202727
"3",4.34053479766838,6.09396614044689,7.2968581103712,8.2161083426457,8.95689885583672,9.5726025761844,10.0943780606887,10.5454188643134,10.9395515952067,11.2862835425481,11.5930244231246,11.8667687971642,12.1132206111064,12.3361513280439,12.5384239964249,12.722407816571,12.8901283871136,13.0433402519297,13.183572749861,13.3121641560699,13.4302891633261,13.5389817451535,13.6391544395629,13.7316185750081,13.8172389868419,13.896878768738,13.9711361724454,14.0404598948823,14.1052291865618,14.1657826506647
"4",4.16330026376398,5.75725432880433,6.8169486444095,7.60312311130336,8.22339410619239,8.72549116215322,9.1422331854276,9.49652395458404,9.8009056239919,10.0642412026727,10.2934279422327,10.4939718410054,10.6703187430539,10.8261599307816,10.9653284841953,11.0906768634793,11.2039433472714,11.3064888293539,11.3994821029518,11.4839487733311,11.5607927484653,11.6308113310987,11.6947081233697,11.7531045408332,11.8065500712415,11.8555313320654,11.9004800030339,11.9417797344239,11.9797721427628,12.0147620053968
"5",3.99707760468647,5.44794183617368,6.37878711458058,7.05613932710015,7.57146465236729,7.98195197516183,8.31908735809241,8.59943299082272,8.83478939000382,9.03405200183743,9.20403891497676,9.35003947334219,9.47620404657796,9.58583347873978,9.68221663804012,9.76807818164967,9.84481541309403,9.91349091442631,9.97503339304154,10.0302648975148,10.0799101348336,10.1246054636776,10.1649084995832,10.2013075917766,10.2342306378418,10.2640529990058,10.2911044635026,10.3156753002573,10.3380214867526,10.3583692081442
"6",3.83616427203362,5.15665061135795,5.9798014708926,6.55653958992292,6.99360537456705,7.33372577654939,7.60344459636052,7.82076331278228,7.99824717994461,8.1454664755236,8.27106706508023,8.37921251419932,8.47259939121277,8.55347811723847,8.62374466061335,8.68498657811066,8.73852966213675,8.78548167565721,8.82677039660079,8.86317545113785,8.89535445437224,8.92386429981494,8.94917845302311,8.97170100715931,8.99177813340385,9.00970744014569,9.02574565250308,9.04011493969495,9.05300815041126,9.0645931629447
"7",3.68191084184213,4.8847639774033,5.61524539325782,6.1135304045416,6.47107235985959,6.74538832036545,6.9634332935901,7.13876029406965,7.28119816575777,7.39802958394138,7.49469141802258,7.57528688537912,7.64295084984668,7.70010781369744,7.74865474292638,7.79009186168573,7.82561734486874,7.85619674207332,7.88261451305783,7.90551274268786,7.92542055333069,7.94277668584459,7.9579470061192,7.9712382012814,7.98290858556521,7.9931766927525,8.00222815840879,8.0102212696868,8.01729146891155,8.02355502967538
"8",3.53501402041855,4.6369176792066,5.27300408702264,5.70588607390753,6.01434820567862,6.24152473141714,6.41329298611117,6.54593403901551,6.65012997301902,6.7331450401093,6.80007093813669,6.85478049198599,6.90112407302733,6.94063624014564,6.97426620900819,7.00290230858256,7.02732604954606,7.04820215903858,7.06608805236148,7.08144869462499,7.0946715309334,7.10607975529831,7.11594354077234,7.12448933823785,7.13190750073851,7.13835851130687,7.14397806733862,7.14888123670526,7.15316586283303,7.15691536240788
"9",3.39552730932773,4.40532258527054,4.96296035605616,5.32578977063616,5.58521110486373,5.77550109714014,5.91820005583739,6.02725620914421,6.11193790658412,6.17857811953226,6.23161763334274,6.27424251076119,6.30878465613619,6.33698065451583,6.36014343740108,6.37927884875127,6.39516648807876,6.40841684926278,6.41951239549922,6.42883753880288,6.43670082256541,6.44335153882757,6.44899231641678,6.45378875416136,6.4578768612899,6.46136885291018,6.46435769928644,6.46692072234921,6.46912245763833,6.47101694549862
"10",3.26815299227975,4.18421465500525,4.68707602314746,4.99581030524839,5.19947435328006,5.34653014234355,5.45832174948522,5.54383425070562,5.60986788809263,5.66137404981588,5.70192793807002,5.73412981083416,5.75989312558795,5.78064363942732,5.79745653539398,5.81115166453764,5.82236052068926,5.83157397262996,5.83917673494637,5.84547257639144,5.85070297169265,5.85506105225067,5.85870214504013,5.86175180727488,5.86431200358077,5.86646589192144,5.8682815580641,5.86981494873265,5.87111218935104,5.87221142575581
