"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51"
"1",1.8549861773309,2.12643136074798,2.39789118460211,2.66931238166416,2.94065305701462,3.21187891205974,3.48296088390215,3.75387361781962,4.02459444914819,4.29510270704643,4.56537922756719,4.83540600631588,5.10516594630845,5.37464267207155,5.64382039067218,5.91268378654155,6.18121794099559,6.44940827004967,6.71724047595218,6.98470050912389,7.25177453807222,7.5184489254769,7.78471020909377,8.05054508645154,8.31594040255698,8.58088314000356,8.84536041101265,9.10935945103791,9.3728676136413,9.63587236640941,9.89836128772351,10.1603220642345,10.4217424889221,10.6826104596383,10.9429139780557,11.2026411489537,11.4617801797871,11.7203193804922,11.9782471634922,12.2355520438692,12.4922226396767,12.7482476723698,13.0036159673331,13.258316454491,13.5123381689858,13.7656702519112,14.0183019510915,14.2702226218977,14.5214217280923,14.7718888426959,15.0216136488709
"2",1.81617235510965,2.08627066665625,2.35656268180161,2.62695401328551,2.89737335683661,3.1677648249481,3.4380831500448,3.70829057797767,3.97835479576083,4.24824751319728,4.51794346991546,4.78741972623524,5.05665514768566,5.32563002431803,5.59432578554767,5.86272478380786,6.13081012850823,6.39856555726771,6.66597533510957,6.93302417487358,7.19969717389501,7.46597976327792,7.73185766700648,7.99731686880564,8.26234358515335,8.52692424321133,8.79104546271527,9.05469404107232,9.31785694107106,9.58052128073315,9.84267432492702,10.1043034784401,10.3653962802629,10.6259403988842,10.8859236284326,11.1453338855298,11.4041592067439,11.6623877465486,11.9200077757128,12.1770076800545,12.4333759595048,12.6891012274359,12.9441722102146,13.1985777469474,13.4523067893894,13.7053484019931,13.9576917620752,14.2093261600853,14.4602409999588,14.7104257995428,14.9598701910818
"3",1.77794383863704,2.04665487464493,2.31574492832812,2.58507717565516,2.85454992698615,3.1240849686771,3.39362026204551,3.66310521157771,3.93249750635708,4.20176095678934,4.47086397921409,4.73977851298757,5.00847923275768,5.27694296629097,5.54514825802279,5.81307503760863,6.08070436525724,6.34801823397311,6.61499941450164,6.88163133268396,7.14789797166708,7.4137837933623,7.67927367494375,7.94435285719754,8.20900690228185,8.4732216590137,8.7369832342181,9.00027796898957,9.26309241895885,9.52541333784346,9.7872276637036,10.048522507439,10.3092851431498,10.569503000055,10.8291636557166,11.0882548303634,11.3467643821443,11.604680303168,11.861990716212,12.1186838720014,12.3747481469741,12.6301720414632,12.8849441782363,13.1390533013402,13.3924882752108,13.6452380840083,13.8972918311472,14.1486387389955,14.3992681487158,14.6491695202326,14.8983324323037
"4",1.74029671532069,2.00758074933368,2.27543517855408,2.54367948889912,2.81218066826617,3.08083746450531,3.34957051782726,3.61831596060672,3.88702114221214,4.15564169920926,4.42413950187446,4.69248118596508,4.96063708415547,5.22858043588549,5.49628679465842,5.76373357765643,6.0308997194575,6.29776540293021,6.56431184805579,6.83052114472429,7.09637611926323,7.36186022709489,7.62695746581437,7.8916523043621,8.15592962497929,8.41977467539148,8.68317302923043,8.94611055313587,9.20857337930341,9.47054788250089,9.7320206607671,9.99297851916232,10.2534084560592,10.5132976515571,10.7726334576792,11.0314033900711,11.289595120971,11.5471964732565,11.8041954154087,12.0605800572605,12.3163386464131,12.5714595652286,12.8259313283155,13.0797425804402,13.332882094805,13.5853387716437,13.8371016370899,14.0881598422837,14.3385026626828,14.5881194975514,14.8369998696032
"5",1.70322700662971,1.9690450048989,2.23563064759237,2.50275854212982,2.77026345666373,3.0380204136139,3.30593219891424,3.57392125354801,3.84192425340413,4.10988839250493,4.37776877648101,4.64552655797429,4.91312757895174,5.18054136629563,5.44774037803395,5.71469943029061,5.98139525646754,6.24780616448871,6.51391176766429,6.77969277145603,7.04513080313395,7.31020827466275,7.57490827156496,7.83921446226058,8.10311102367477,8.36658257986368,8.62961415112915,8.89219111163938,9.15429915398707,9.41592425944017,9.67705267288645,9.93767088166869,10.1977655976596,10.457323742047,10.7163324323942,10.9747789716192,11.2326508385988,11.4899356801497,11.7466213041858,12.0026956738781,12.2581469026746,12.5129632500586,12.7671331179428,13.0206450476121,13.2734877171403,13.5256499392174,13.7771206593325,14.0278889542668,14.2779440308534,14.5272752249716,14.7758720007444
"6",1.66673066958801,1.93104430605759,2.19632851197247,2.46231189392756,2.728796143703,2.99563189737222,3.2627035706361,3.52991950554123,3.79720537894162,4.06449967948828,4.33175053387535,4.59891343530555,4.86594958871921,5.13282468606309,5.39950798678879,5.6659716185125,5.93219003881998,6.19813961661002,6.46379830320698,6.72914537165262,6.9941612083228,7.25882714509072,7.52312532319322,7.7870385820925,8.0505503682,8.31364465949698,8.57630590296684,8.83851896241757,9.10026907478231,9.36154181337602,9.62232305689084,9.88259896314845,10.1423559468157,10.401580660435,10.6602599782409,10.918380982326,11.1759309507962,11.4328973476156,11.6892678138928,11.945030160398,12.2001723611366,12.4546825478306,12.7085490051827,12.961760166816,13.2143046117991,13.4661710616785,13.7173483779517,13.9678255599234,14.2175917428963,14.4666361966525,14.7149483241889
"7",1.63080359829124,1.89357526906655,2.15752591032694,2.42233707282893,2.68777655680334,2.95366997760688,3.21988288233455,3.48630911854415,3.75286304689221,4.01947419383896,4.28608349724091,4.552640617803,4.81910197958862,5.0854293191262,5.35158859566367,5.61754916202096,5.88328312625181,6.14876485489343,6.41397058257397,6.67887810241915,6.94346651848363,7.20771604625626,7.47160785076117,7.73512391430717,7.99824692779947,8.26096020091466,8.52324758747964,8.78509342318417,9.04648247335797,9.3073998890086,9.5678311696742,9.82776213192807,10.0871788825916,10.3460677958879,10.6044154939068,10.8622088298642,11.1194348737281,11.376080899856,11.6321343763471,11.8875829558625,12.1424144677036,12.3966169109739,12.6501784486743,12.9030874026071,13.1553322489782,13.4069016146083,13.6577842736712,13.9079691448935,14.1574452891546,14.4062019074393,14.6542283390953
"8",1.59544162544706,1.85663446273755,2.11921994408903,2.38283157782322,2.6472024996431,2.91213269687522,3.17746836757348,3.44308848149699,3.7088957745133,3.97481056021007,4.24076638218935,4.50670689893591,4.77258361230857,5.03835418487023,5.30398117554346,5.56943107724874,5.83467357573578,6.09968097260311,6.36442773168919,6.62889011921304,6.89304591589865,7.1568741849053,7.4203550834093,7.68346970861618,7.94619997114173,8.20852849030641,8.47043850709631,8.73191381145705,8.99293868128635,9.25349783102986,9.5135763682013,9.77315975647511,10.0322337842562,10.2907845378341,10.5487983783916,10.8062619222644,11.0631620239587,11.319485761509,11.5752204238361,11.8303534998146,12.0848726688087,12.3387657924711,12.5920209076332,12.8446262201379,13.0965700994903,13.3478410742204,13.5984278278632,13.8483191954792,14.0975041606464,14.3459718528645,14.5937115453199
"9",1.56064052393641,1.82021840946614,2.08140767819922,2.34379287885481,2.60707175252738,2.87101807874141,3.13545824435067,3.40025597048789,3.66530206838346,3.93050739433381,4.1957978968467,4.4611110658697,4.7263933423044,4.9915981981768,5.25668469349892,5.52161637739803,5.78636044151077,6.05088706069442,6.31516887453306,6.57918057586354,6.84289858149541,7.10630076666736,7.3693662493694,7.63207521400475,7.8944087663291,8.15634881343714,8.41787796394565,8.67897944456498,8.93963703004893,9.19983498412872,9.45955800951204,9.71879120540229,9.97752003128572,10.2357302759657,10.4934080310091,10.7505396679174,11.0071118184532,11.2631113576511,11.518525389119,11.7733412322993,12.0275464114139,12.2811286458591,12.5340758418514,12.7863760851575,13.0380176347634,13.288988917361,13.5392785225475,13.788875198645,14.0377678490649,14.2859455291467,14.5333974434158
"10",1.52639600839581,1.78432358627507,2.0440861418221,2.30521841733287,2.56738207276133,2.83032412805658,3.09385071531271,3.35780994892086,3.62208042453583,3.88656330312893,4.15117674194102,4.41585189953828,4.68053001973849,4.94516026947457,5.20969811282954,5.47410407247712,5.7383427751133,6.0023822078409,6.26619313316582,6.52974862459219,6.79302369486466,7.05599499607096,7.3186405759785,7.58093967874398,7.84287258090862,8.10442045565643,8.36556525986504,8.62628963965509,8.88657685104325,9.14641069299688,9.40577545072662,9.66465584747209,9.92303700336863,10.1809044002424,10.4382438513914,10.6950414755766,10.9512836745801,11.2069571137988,11.4620487054284,11.7165455938649,11.9704351430122,12.2237049252298,12.4763427116986,12.7283364640134,12.9796743268419,13.2303446215095,13.4803358403925,13.7296366420174,13.9782358467776,14.2261224331909,14.4732855346329
"11",1.4927037368196,1.74894642587133,2.00725232907271,2.26710560664794,2.52813119502822,2.7900488312427,3.05264396797256,3.31574876768576,3.5792293285931,3.84297688480957,4.10690161089114,4.37092817471718,4.6349924895713,4.89903930479047,5.16302039310703,5.42689316933729,5.69061962540914,5.95416550046166,6.21749962775146,6.48059341603363,6.74342043427861,7.00595607655968,7.26817728969279,7.53006235040301,7.79159068188289,8.05274270190835,8.31349969640908,8.57384371370066,8.83375747558959,9.09322430233514,9.35222804905131,9.61075305160171,9.86878408040953,10.1263063008956,10.3833052394916,10.6397667543618,10.8956770101147,11.1510224559116,11.4057898064724,11.6599660255652,11.9135383116287,12.1664940852322,12.4188209781232,12.6705068236518,12.9215396483878,13.1719076647792,13.4215992647155,13.6706030138857,13.9189076468278,14.1665020625887,14.4133753209181
"12",1.45955931217992,1.71408331771535,1.9709031997512,2.22945183269402,2.48931683177141,2.75019015657889,3.01183617492896,3.27407076532939,3.53674725590313,3.79974672899419,4.0629711898954,4.32633866009659,4.58977959162185,4.85323420580042,5.11665049021809,5.3799826717093,5.64319003862448,5.90623602274817,6.16908747658063,6.43171409925539,6.69408797670803,6.95618321050714,7.21797561610079,7.47944247586083,7.74056233572023,8.00131483674024,8.2616805748574,8.52164098350774,8.78117823493709,9.04027515685844,9.29891516178271,9.55708218686694,9.8147606425328,10.0719353684312,10.3285915955867,10.5847149137607,10.8402912432403,11.0953068103931,11.3497481264361,11.6036019689604,11.8568553658218,12.1094955810722,12.3615101026533,12.6128866316182,12.8636130726802,13.1136775259172,13.3630682794829,13.6117738032015,13.8597827429333,14.1070839156181,14.3536663049148
"13",1.42695828406497,1.67973060910332,1.93503568008699,2.19225445439782,2.45093667358168,2.71074605449198,2.97142549408907,3.23277426822944,3.494632671677,3.75687141681675,4.01938415802216,4.28208211835602,4.54489016063003,4.80774386988168,5.07058735640872,5.33337158024114,5.59605305837839,5.85859285669224,6.12095579609505,6.38310982177922,6.64502549784109,6.90667559923347,7.16803477993782,7.42907930131884,7.68978680836596,7.95013614431283,8.21010719622351,8.4696807657234,8.72883846027083,8.98756260130241,9.24583614631376,9.50364262250743,9.76096607008719,10.0177909936341,10.2741023202813,10.5298853636326,10.7851257925513,11.0398096040939,11.293923099984,11.5474528661191,11.8003857546847,12.0527088685152,12.3044095473974,12.5554753560587,12.8058940736169,13.0556536843053,13.3047423693101,13.5531484995797,13.8008606294874,14.0478674912433,14.2941579899631
"14",1.39489615033301,1.64588460626054,1.89964666349058,2.15551080425328,2.4129883895882,2.67171445784958,2.93141006889278,3.19185759076927,3.4528840311275,3.71434952103797,3.97613918730046,4.23815730623878,4.50032302631844,4.76256719016467,5.02482994032791,5.2870588925352,5.54920772571455,5.81123508211323,6.07310370091103,6.33477972960146,6.59623217210091,6.85743244302077,7.1183540050996,7.37897207231285,7.63926336525294,7.89920590840941,8.1587788612631,8.41796237684274,8.67673748271821,8.93508598042881,9.19299036013841,9.4504337279309,9.70739974364959,9.96387256757077,10.2198368145104,10.4752775142111,10.7301800770555,10.9845302643134,11.2383141622612,11.49151815962,11.744128927847,11.9961334038861,12.2475187750459,12.4982724657205,12.7483821257141,12.9978356199607,13.246621019463,13.4947265932981,13.7421408015587,13.9888522891149,14.2348498800996
"15",1.36336835878188,1.61254157544614,1.86473301131361,2.11921818886202,2.37546962785392,2.6330932822565,2.89178802853969,3.15131903551497,3.41149977960942,3.67217960615813,3.93323494281173,4.19456297462755,4.45607701345513,4.71770305558545,4.97937718707222,5.24104360318604,5.50265307913362,5.76416177668611,6.02553030384363,6.28672296721411,6.54770717266403,6.80845294112911,7.06893251465629,7.32912003372541,7.5889912713124,7.84852341244549,8.10769487048251,8.36648513321651,8.6248746333555,8.88284463903166,9.14037716085705,9.39745487271788,9.65406104402922,9.91017948159378,10.1657944795428,10.4208907761064,10.6754535161767,10.9294682188023,11.1829207488959,11.4357972925531,11.6880843354755,11.9397686440712,12.1908372488711,12.4412774299525,12.6910767041081,12.9402228135357,13.1887037158569,13.4365075752981,13.6836227548911,13.9300378095701,14.175741480057
"16",1.3323703088325,1.57969774406806,1.83029155361641,2.08337388947934,2.33837801577495,2.59488042635396,2.85255748821807,3.1111568933938,3.37047835276087,3.6303602285305,3.89067008278209,4.15129786862024,4.41215094191662,4.6731503509387,4.93422803823015,5.19532470381832,5.45638815462565,5.71737201596911,5.97823471593065,6.23893867762554,6.49944967147846,6.75973629181237,7.01976953086626,7.27952242979806,7.53896979098479,7.79808793947835,8.05685452414694,8.31524835105848,8.57324924321466,8.83083792194282,9.08799590618161,9.34470542662634,9.60094935227159,9.85671112734464,10.111974716984,10.3667245603086,10.6209455297568,10.874622895764,11.1277422960007,11.3802897085216,11.6322514282759,11.8836140465187,12.1343644327292,12.3844897187066,12.6339772845548,12.8828147463186,13.1309899450579,13.3784909371843,13.625305985904,13.871423553632,14.1168322952643
"17",1.30189735322567,1.54734930180822,1.796319089943,2.04797516256568,2.30171116048408,2.55707377212212,2.8137165493364,3.07136944387469,3.32981817664629,3.58888993647632,3.84844325867586,4.10836072760683,4.36854362675181,4.62890795693109,4.88938143192753,5.14990118312529,5.41041198570301,5.67086487343224,5.9312160464573,6.19142600238193,6.45145883928239,6.71128169233473,6.97086427519076,7.23017850414408,7.48919818823093,7.74789877221686,8.00625712228956,8.26425134645332,8.52186064329006,8.77906517403837,9.03584595394105,9.29218475959633,9.54806404966286,9.80346689675821,10.0583769287799,10.3127782781902,10.5666555380587,10.8199937238574,11.0727782401748,11.3249948516434,11.5766296574947,11.8276690692405,12.0780997910608,12.3279088025378,12.5770833434314,12.8256109002345,13.0734791942827,13.3206761712254,13.5671899916923,13.8130090230105,14.0581218318467
"18",1.27194479973043,1.51549240175649,1.76281239010267,2.01301924034284,2.26546664925767,2.51967118518483,2.77526329975649,3.03195495514976,3.28951766790005,3.5477672704,3.80655311528911,4.06575028534635,4.32525387824566,4.58497475023471,4.84483630287239,5.10477202690685,5.36472360343299,5.62463942048512,5.88447340298013,6.14418408158819,6.40373384562235,6.66308833898634,6.92221596830747,7.18108749976046,7.4396757265426,7.69795519303099,7.95590196471953,8.21349343536378,8.47070816454496,8.72752574024411,8.98392666208629,9.23989224175464,9.49540451773376,9.75044618206564,10.0050005172193,10.2590513415092,10.5125829617683,10.7655801321992,11.0180280185057,11.2699121665527,11.5212184749193,11.7719331708131,12.0220427888916,12.2715341526054,12.5203943577358,12.7686107578453,13.0161709513993,13.2630627703537,13.5092742700266,13.7547937201014,13.9996095966253
"19",1.24250791286357,1.48412316155359,1.72976819495839,1.97850333135538,2.2296420499265,2.48267051511765,2.73719581402914,2.99291168431796,3.24957523387181,3.50699076290577,3.76499829084459,4.02346527004481,4.28228050198405,4.54134960354124,4.8005915824007,5.05993621810853,5.31932203647104,5.57869472650576,5.83800589135205,6.09721205392942,6.35627385887191,6.61515542709981,6.87382383012513,7.13224865904071,7.39040166895395,7.64825648396153,7.90578835103086,8.16297393363859,8.41979113791849,8.67621896554185,8.93223738869579,9.18782724341949,9.44297013826373,9.69764837579852,9.95184488493804,10.2055431624118,10.4587272219976,10.7113815503651,10.9634910685714,11.2150410984019,11.4660173328807,11.7164058103786,11.9661928918338,12.215365240674,12.4639098050887,12.7118138023501,12.9590647049269,13.2056502281659,13.4515583193534,13.6967771479869,13.9412950971171
"20",1.21358191561862,1.45323766454195,1.6971832172212,1.94442462103654,2.19423491129003,2.44606959575818,2.69951215363147,2.95423787756987,3.2099892727728,3.46655893891511,3.72377741708701,3.98150440443343,4.23962229891858,4.49803138561631,4.75664619852228,5.01539273686038,5.27420631109408,5.533029858869,5.79181261574671,6.05050905669231,6.30907804625036,6.56748215106652,6.82568707979765,7.08366122378732,7.34137527805234,7.59880192673005,7.85591558061103,8.11269215702005,8.36910889433232,8.62514419497528,8.88077749198078,9.13598913510523,9.39076029328539,9.64507287079237,9.89890943492137,10.1522531534352,10.4050877402867,10.6573974083934,10.9091668284419,11.1603810928627,11.4110256842541,11.6610864476461,11.9105495660871,12.159401539114,12.4076291637329,12.6552195175864,12.9021599440367,13.1484380389233,13.3940416387949,13.6389588104358,13.8831778415349
"21",1.18516199120344,1.42283196092368,1.66505414225037,1.91078027227845,2.15924276353376,2.40986624551884,2.66221036720618,2.91593177037396,3.17075817382304,3.42647031578475,3.68288911937891,3.93986640584744,4.19727806543184,4.45501896135393,4.71299907596658,4.97114056051585,5.22937545123355,5.48764388297504,5.7458926786833,6.0040742257864,6.26214557384118,6.52006770435263,6.77780493573828,7.03532443522426,7.29259581598919,7.54959080274823,7.80628295264936,8.0626474211513,8.3186607646972,8.57430077365571,8.82954633029026,9.08437728752686,9.33877436508802,9.59271906019007,9.8461935705076,10.0991807275104,10.3516639386062,10.6036271367856,10.8550547366811,11.1059315961282,11.3562429824606,11.6059745428929,11.8551122784391,12.1036425209022,12.3515519125345,12.5988273880296,12.8454561585518,13.0914256975513,13.3367237281492,13.5813382119028,13.825257338787
"22",1.15724328478568,1.39290206892598,1.63337762885949,1.87756742600719,2.12466311865055,2.37405826770275,2.6252884908032,2.87799158766491,3.13188031740041,3.38672340342639,3.6423320167979,3.89854998630587,4.15524659340368,4.41231119183206,4.66964913622967,4.92717866369173,5.18482847850977,5.44253586227884,5.70024518105181,5.95790669576624,6.21547560661138,6.4729112795162,6.73017661563462,6.98723753400998,7.24406254449184,7.50062239312837,7.75688976614619,8.01283904158474,8.26844607992034,8.52368804676871,8.77854326211693,9.03299107160527,9.2870117362226,9.54058633744614,9.79369669539142,10.0463252979653,10.2984552393604,10.5500701665101,10.8011542323493,11.0516920549143,11.3016686814685,11.5510695569655,11.7998804962673,12.048087659623,12.2956775309839,12.5426368987945,12.788952838948,13.0346126996406,13.2796040878909,13.523914857529,13.7675330984777
"23",1.12982090524396,1.36344397597184,1.60215031012684,1.8447832017608,2.09049347086391,2.33864345082095,2.58874454812224,2.84041554403223,3.09335407518974,3.34731670442606,3.60210472223348,3.85755385259095,4.11352667027697,4.36990693436752,4.62659529762026,4.88350601830716,5.140564412265,5.39770485831862,5.65486922213769,5.91200559985247,6.16906730842982,6.42601206822295,6.68280133646225,6.93939976024966,7.19577472487396,7.45189597869262,7.7077353199212,7.96326633378898,8.21846417091152,8.47330535957948,8.727767646102,8.98182985847131,9.23547178950529,9.48867409632986,9.74141821362699,9.99368627852733,10.2454610653891,10.4967259290033,10.7474647550041,10.9976619164615,11.2473022357947,11.4963709512809,11.7448536875391,11.9927364294693,12.2400054991959,12.4866475356348,12.7326494763541,12.9779985414468,13.2226822191704,13.466688253142,13.7100046309064
"24",1.10288992692498,1.33445363985699,1.57136879421132,1.81242469827213,2.0567312970553,2.30361956891283,2.552576550758,2.80320184391131,3.05517781033393,3.30824871416537,3.56220584248553,3.81687670632906,4.07211707912463,4.32780504257203,4.58383647530719,4.84012159362386,5.09658226959802,5.35314993074539,5.60976389964731,5.8663700699542,6.12291984208667,6.37936926126339,6.63567831450002,6.89181035350827,7.14773161804727,7.40341083998331,7.65881891262227,7.9139286131571,8.16871436859059,8.42315205743944,8.67721884104092,8.93089301947106,9.18415390802213,9.43698173092934,9.6893575296314,9.94126308332665,10.1926808399705,10.4435938561724,10.6939857447035,10.9438406285364,11.1931431005064,11.4418781878278,11.6900313208133,11.9375883052428,12.1845352979106,12.4308587849446,12.6765455625518,12.921582719891,13.1659576238146,13.4096579052557,13.652671447068
"25",1.0764453914043,1.30592698993127,1.54102966517202,1.78048899405438,2.02337405719336,2.26898438186802,2.51678249844627,2.76634868177493,3.01734987758529,3.26951792094283,3.52263397836267,3.77651724407124,4.03101659871637,4.28600436640789,4.5413715813661,4.79702435628583,5.05288106539776,5.30887013735202,5.56492830973299,5.82099923669044,6.077032369312,6.33298204856907,6.58880676534396,6.84446855282318,7.09993248453249,7.35516625727258,7.61013984273427,7.86482519501409,8.11919600389375,8.37322748579192,8.62689620588846,8.88017992617026,9.13305747513284,9.3855086356551,9.63751404818763,9.88905512689854,10.1401139868236,10.3906733803972,10.6407166420067,10.8902276394335,11.1391907312219,11.387590729168,11.635412865241,11.8826427623552,12.1292664084939,12.3752701337581,12.6206405899766,12.8653647325598,13.1094298043268,13.35282332107,13.595533058653
"26",1.05048230925052,1.27785992828465,1.51112948379226,1.74897314799051,1.99041919476637,2.23473563575076,2.48136037931223,2.72985424232659,2.97986862345843,3.23112280609632,3.48338772478166,3.73647415737487,3.99022400358628,4.24450375224463,4.49919952482722,4.75421327035972,5.00945981237795,5.26486453410274,5.52036154701852,5.77589222941233,6.03140405079526,6.28684961922944,6.54218590392228,6.79737359671707,7.05237658447082,7.30716151057241,7.5616974085877,7.81595539462475,8.06990840778081,8.32353099017832,8.5767990997643,8.8296899503592,9.08218187447523,9.33425420524366,9.58588717444806,9.83706182418667,10.0877599301107,10.3379639345326,10.5876568879767,10.8368223979767,11.0854445841127,11.333508038437,11.5809977905666,11.8278992768291,12.0741983129381,12.3198810697504,12.5649340517178,12.8093440777052,13.0530982638867,13.2961840084714,13.5385889780466
"27",1.02499566179147,1.25024833093682,1.48166478840729,1.71787419992565,1.95786413721704,2.2008710631263,2.44630817012014,2.69371670069489,2.94273238638398,3.19306184412635,3.44446567086742,3.69674613288562,3.94973806410075,4.20330204291556,4.457319211723,4.71168729737536,4.96631752111159,5.22113217516293,5.47606270462476,5.73104817622536,5.98603404620445,6.24097116150877,6.49581494451007,6.7505247232109,7.00506317763528,7.25939587964481,7.51349090836788,7.76731852720152,8.02085091124207,8.27406191624457,8.5269268819584,8.77942246405772,9.03152648996962,9.28321783476161,9.53447631393788,9.78528259054591,10.0356180944401,10.2854649519109,10.5348059241821,10.783624353521,11.0319041159043,11.2796295793459,11.5267855671289,11.7733573252983,12.0193304938633,12.2646910812382,12.5094254415191,12.753520254246,12.9969625063511,13.2397394760328,13.4818387183296
"28",0.999980402881041,1.22308804902967,1.45263209573473,1.68718917126205,1.92570629637944,2.16738838338873,2.41162383652423,2.65793422262887,2.90593949686286,3.15533350281963,3.40586640005319,3.65733185241952,3.9095575465264,4.16239807777458,4.41572954513586,4.66944539636611,4.92345320006539,5.17767211292847,5.43203087419499,5.68646620401115,5.94092151420513,6.19534586286257,6.44969310074376,6.70392116983659,6.95799152344186,7.21186864401149,7.46551964012323,7.71891390791213,7.97202284530491,8.22481960974667,8.4772789119363,8.72937683951946,8.98109070582261,9.23239891960903,9.48328087255802,9.73371684174509,9.98368790486841,10.2331758663436,10.4821631926988,10.7306329559543,10.9785687838782,11.225954816182,11.4727756658618,11.7190163850093,11.9646624345166,12.2096996571799,12.4541142537789,12.6978927617665,12.941022036253,13.1834892330133,13.4252817932776
