"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60"
"1",0.000152188546225818,0.0403356182641895,0.173457194993277,0.363948867103652,0.590359043540844,0.818386923624363,1.04822812922106,1.3170675671509,1.58827984542506,1.85967513840415,2.13115451619165,2.40264749192281,2.67410110584838,2.94547368326111,3.21673111010928,3.487844467554,3.75878844800553,4.02954045932378,4.30007988806736,4.57038761632845,4.84044567708241,5.11023700400513,5.37974524702293,5.64895463443031,5.91784986854162,6.18641604584864,6.45463859533116,6.72250323038049,6.98999591104807,7.25710281420745,7.52381030983964,7.79010494209936,8.05597341414463,8.32140257595158,8.58637941451371,8.85089104595884,9.11492470921678,9.37846776094895,9.64150767150971,9.90403202175493,10.1660285005498,10.427484902856,10.6883891282996,10.9487292546167,11.208493590931,11.4676700865706,11.7262470527526,11.9842129030492,12.241556153571,12.4982654232889,12.7543294344723,13.0097370132249,13.2644770901014,13.518538700791,13.7719109868567,14.0245831965191,14.2765446854765,14.5277849177531,14.77829346657,15.0280600152308
"2",9.2452596318128e-05,0.0346642064998027,0.159537704019674,0.344433928359169,0.565992565281765,0.790942108959592,1.01961102448583,1.28648345187791,1.55585374047372,1.82572641311264,2.09591596959734,2.36629409713044,2.63676774190595,2.90726655654272,3.17773535818332,3.44812940977722,3.7184113643501,3.98854922672316,4.25851495846898,4.52828350132806,4.79783207980571,5.0671396942416,5.33618674645702,5.6049547593564,5.87342616420485,6.1415845906907,6.40941337977302,6.67689680803015,6.94401962920212,7.21076697615946,7.47712431102896,7.74307738499833,8.00861220574455,8.27371501091408,8.53837224644161,8.80257054876385,9.06629673018809,9.32953793063456,9.59228124154408,9.85451378839491,10.1162229852339,10.3773963793716,10.63802164678,10.8980865883228,11.1575791266856,11.4164873038961,11.6747992793415,11.9325037231077,12.1895889095549,12.4460431233048,12.7018549814079,12.9570132135448,13.2115066618001,13.4653242805962,13.7184551367644,13.9708884097316,14.2226133918073,14.4736194885523,14.7238962192192,14.973433217251
"3",5.53619611987998e-05,0.029706289282795,0.146662442796075,0.325889941725882,0.542703098861549,0.764559304589209,0.992067146676999,1.25676308302122,1.5242571012523,1.79257923143792,2.06145560587121,2.33069909634559,2.60017581724252,2.86978619114636,3.13945356194126,3.40911706482021,3.67872700592165,3.9482417784793,4.21762575093341,4.4868477876736,4.75588019203175,5.02469793746743,5.29327809941623,5.56159942938608,5.82964203154432,6.09738711424666,6.36481679710898,6.63191421715182,6.89866304087031,7.16504691704372,7.43105037853491,7.69665836476611,7.96185617136519,8.22662940899534,8.4909639695291,8.7548459981376,9.01826187017279,9.28119817195757,9.54364909447001,9.80559801827958,10.067028296118,10.3279272223621,10.5882822444922,10.8480809565328,11.1073110935641,11.3659605271383,11.6240172614621,11.8814694302306,12.1383052940159,12.3945132381287,12.6500817708861,12.9049995222261,13.1592552426202,13.412837802242,13.6657361903562,13.9179395148964,14.1694370022059,14.4202179969187,14.6702719619594,14.9195884786472
"4",3.28271440562542e-05,0.0253974399462936,0.134759060548901,0.30829681551511,0.520323990470724,0.739289502508868,0.96534986168787,1.22769736670401,1.49329810104109,1.76006221600804,2.0276191451409,2.29572286635959,2.56419855750738,2.83291730819074,3.10178089713198,3.37071225292521,3.63964926837014,3.90854066951804,4.17734318526518,4.44601956388139,4.71453715507189,4.98286687817174,5.25098245928515,5.51885985913379,5.78647683834765,6.0538126232798,6.3208476463391,6.58756334224817,6.85394198675221,7.11996656788858,7.38562068247589,7.65088845231153,7.91575445590114,8.18020367252354,8.44422143616484,8.70779339740134,8.97090549172686,9.23354391313459,9.49569647743146,9.75734938685412,10.018488425698,10.2791006307165,10.5391732167742,10.7986935674352,11.0576492270016,11.316027893779,11.5738174143816,11.8310057789226,12.0875811169601,12.3435316940894,12.5988459090891,12.8535122915439,13.1075194998774,13.3608563197377,13.6135116626889,13.8654745651667,14.1167341876605,14.3672798140949,14.6171008513803,14.8661868291116
"5",1.90940933949992e-05,0.021644950555366,0.123726120784137,0.291638507261662,0.498854575519888,0.714763794333711,0.939587350967031,1.19959026432749,1.46327022438849,1.72844103434917,1.99464876257335,2.26158690614684,2.52903888192449,2.79684581949611,3.06488745000466,3.33307011968887,3.60131901174432,3.86957294871838,4.13778082939155,4.4058991306689,4.67389012096949,4.94172055961256,5.20936073482833,5.4767891743835,5.74397706676176,6.01090030180306,6.27753757033416,6.54386881502856,6.80987502625826,7.07553807904098,7.34084060182185,7.6057658701383,7.87029771989772,8.13442047623515,8.39811889483732,8.66137811331023,8.92418361069045,9.18652117359847,9.44837686784073,9.70973701450488,9.97058816977841,10.2309171078678,10.4907108065108,10.7499564346654,11.0086413420353,11.2667530501476,11.52427924475,11.7812077693303,12.0375266195958,12.2932239387737,12.5482880136183,12.8027072710241,13.0564702751641,13.3095657250796,13.5619824526626,13.8137094209769,14.0647357228743,14.3150505798666,14.564643341219,14.813503483238
"6",1.08697375983367e-05,0.0183874971790081,0.113488762145668,0.275731376970818,0.478368890607806,0.691159582253771,0.91448217285495,1.1720811586706,1.43380774625584,1.69735551824919,1.96218456479043,2.22792880518086,2.49432977589924,2.76119852816062,3.0283926400268,3.29580178535582,3.56333836241919,3.83093122779632,4.09852598386069,4.36608166384142,4.63354787795331,4.90088141002606,5.16804903033133,5.43502090108393,5.70176991157083,5.96827116660307,6.23450158867864,6.50043960552117,6.76606490244927,7.0313582244919,7.29630121704602,7.5608762966653,7.82506654560159,8.08885562521833,8.35222770450636,8.61516740076942,8.87765973017817,9.13969006637569,9.40124410568789,9.6623078377827,9.92286752084498,10.1829096605134,10.4424209919634,10.7013884646337,10.9597992291823,11.2176406263292,11.4749001773022,11.7315682037022,11.9876306234518,12.243080316007,12.497917048778,12.7521119143124,13.005653377598,13.2585300462582,13.5107306678158,13.7622441273741,14.0130594456577,14.2631657773705,14.5125524098271,14.7612087618228
"7",6.03901716743629e-06,0.0155873271055461,0.104122055130834,0.260700796228092,0.458708468454067,0.668660984374078,0.889932432905613,1.14508915312617,1.40482841474504,1.66672760338533,1.93015931691915,2.19471241675633,2.46007161736665,2.72601436851777,2.99237552124275,3.25902762793012,3.52586994630993,3.79282108207631,4.05981393967789,4.3267921789721,4.59370767896263,4.86051869005697,5.12718846643124,5.39368423917826,5.65997643526986,5.92603807644483,6.19184431156797,6.45737204922175,6.72262647193704,6.98756297868799,7.25215953687857,7.51639771291918,7.78025984312925,8.04372893186353,8.30678856734983,8.56942285180007,8.83161634309755,9.09335882053647,9.35464037992805,9.61543687442736,9.87573425815043,10.1355187622797,10.3947768736991,10.6534953167406,10.9116610375563,11.1692611907135,11.4262831276788,11.6827143869122,11.9385426853394,12.1937559110047,12.4483421167406,12.7022895147131,12.9555864717244,13.2082215051715,13.4601832795736,13.7114606035946,13.9620424274963,14.2119178409673,14.4610760712796,14.7095064817322
"8",3.26864546298198e-06,0.0131763011999508,0.0954365693869052,0.246334999370575,0.439733475009644,0.646772642220779,0.866201569543421,1.11892931679496,1.37669058660819,1.63695431870495,1.89899476000874,2.16232488659922,2.42660170658313,2.69160429407298,2.95712093597221,3.22300167551359,3.48913322361053,3.75542439994769,4.02182404448123,4.28825430613312,4.55465397101447,4.82097708912195,5.0871834416019,5.3532373635934,5.61910684863832,5.88476285923324,6.15017879033133,6.41533004772525,6.68019371369559,6.94474827964129,7.20897343062184,7.47284987049259,7.73635917904928,7.99948369460989,8.26220641695837,8.52451092669988,8.7863813179278,9.04780214175371,9.30875835875211,9.56924386407377,9.829240606687,10.0887294700976,10.3476966971544,10.6061307642787,10.8640175777115,11.1213429054578,11.3780939323488,11.6342580450528,11.8898228220157,12.1447760247673,12.3991055904004,12.6527996250636,12.9058463983292,13.1582343383209,13.4099520275007,13.6609881990295,13.9113317336277,14.1609716568733,14.4098971368801,14.6580974823117
"9",1.72048484436203e-06,0.0110879764829956,0.0873958210090195,0.232736405208855,0.421559084524114,0.625592492464214,0.843032532542581,1.09336496367508,1.34917421592126,1.60781325105655,1.8684748277201,2.13061219542921,2.39384052374673,2.6578955980715,2.92257238345183,3.18769081063774,3.45312420708821,3.71877094127324,3.98454789675263,4.25038588838345,4.51622637877838,4.7820190845228,5.04772020330179,5.31329108204343,5.57869720335808,5.84390740507248,6.10891522070719,6.37368046689112,6.63817092214045,6.90236388959331,7.16623801995967,7.42977311274494,7.6929499538006,7.95575018174762,8.21815617751453,8.48015097250828,8.74171817190011,9.00284189024756,9.26350669724155,9.52369757180801,9.78339986313833,10.0425992574933,10.3012817498394,10.5594336195472,10.817041409518,11.0740919082148,11.330572134162,11.5864693225521,11.8417709136546,12.0964645427724,12.3505380315305,12.6039793803138,12.8567767617,13.1089185147552,13.3603931400791,13.611189295503,13.8612957923575,14.1107015922383,14.3593958042065,14.6073676823719
"10",8.79382938237362e-07,0.0093059284969477,0.0799803634458842,0.219900700553439,0.404144184133451,0.605120742219825,0.820719734483444,1.06861052340531,1.32238104874048,1.5793142254117,1.83851536459627,2.09938179093341,2.36150343358037,2.62458707262897,2.88838089404447,3.1526938475675,3.4173859484277,3.68234516663936,3.94749566403931,4.21276713791599,4.47807510575464,4.7433647922337,5.00858867804301,5.27370500846952,5.53867665808897,5.80347025631869,6.06805550661622,6.33240465118925,6.59649204628223,6.86029382236688,7.12378761015555,7.38695231810062,7.64976795050341,7.91221545790304,8.17427661331108,8.43593519283964,8.69719743260362,8.95802237861642,9.21839420191767,9.47829752351516,9.73771737045614,9.99663913837731,10.2550485594775,10.5129316750496,10.7702748118611,11.0270645617953,11.2832877642648,11.5389314909919,11.7939830328138,12.0484298882266,12.3022597534269,12.5554605136469,12.8080202356073,13.0599271609426,13.3111697004699,13.5617364291931,13.811616081951,14.0607975496246,14.3092698758385,14.5570222540926
