"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"1",32.3565236973461,32.7260368260754,33.1423569945681,33.5950200163274,34.0657017570258,34.5413168274612,35.0137021364076,35.4779584082623,35.9312198966734,36.3718791556375,36.7991126571231,37.2125892823304,37.6122886827228,37.9983862935177,38.3711794533287,38.731039335246,39.0783793702859,39.4136343783384,39.7372467498354,40.0496573269302,40.3512994486742,40.6425951431638,40.9239527845427,41.1957657522889,41.4584117760987,41.7122527478079,41.9576348485348,42.1948888850776,42.4243307613759,42.6462620330351
"2",31.3766432554922,31.77993967228,32.242602298606,32.7430160809998,33.2588481871257,33.7760549330002,34.2865026479543,34.7856085963965,35.2708771556969,35.7410490040904,36.1956060436519,36.6344782606367,37.0578665905918,37.4661338480584,37.8597365095367,38.2391815503329,38.604998945535,38.9577241296064,39.2978868764955,39.6260043656951,39.9425769998775,40.2480860402306,40.542992444026,40.8277364946424,41.1027379489681,41.3683965164047,41.6250925435215,41.8731878188675,42.1130264400212,42.3449357038673
"3",30.3967628136383,30.8338425184846,31.3428476026439,31.8910121456722,32.4519946172255,33.0107930385391,33.559303159501,34.0932587845308,34.6105344147204,35.1102188525434,35.5920994301808,36.0563672389429,36.5034444984609,36.9338814025991,37.3482935657448,37.7473237654198,38.1316185207841,38.5018138808743,38.8585270031556,39.2023514044599,39.5338545510808,39.8535769372973,40.1620321035093,40.459707236996,40.7470641218376,41.0245402850016,41.2925502385082,41.5514867526573,41.8017221186664,42.0436093746995
"4",29.4168823717844,29.8877453646892,30.4430929066818,31.0390082103447,31.6451410473253,32.245531144078,32.8321036710477,33.400908972665,33.9501916737438,34.4793887009964,34.9885928167096,35.4782562172492,35.9490224063299,36.4016289571398,36.8368506219528,37.2554659805068,37.6582380960333,38.0459036321423,38.4191671298157,38.7786984432247,39.1251321022841,39.4590678343641,39.7810717629926,40.0916779793496,40.3913902947072,40.6806840535985,40.9600079334949,41.2297856864472,41.4904177973116,41.7422830455317
"5",28.4405286017551,28.9659052934546,29.5819607210285,30.2330091215063,30.8876358581957,31.5307318606221,32.1552371139952,32.7580609093106,33.338125786886,33.8953967277433,34.4303796710824,34.9438535389304,35.4367234328772,35.9099390429416,36.3644492191852,36.801177071997,37.2210069232323,37.6247781651834,38.0132831514589,38.3872674184242,38.7474312185346,39.094431751318,39.4288857211721,39.7513719994867,40.0624342598497,40.3625835115306,40.6523004913917,40.932037895932,41.2022224483227,41.4632568031317
"6",27.4642876610011,28.0448412822511,28.7220641904249,29.4284818717693,30.1317094782994,30.8175470341138,31.4799808650338,32.1167965619037,32.7276044277684,33.3129032544856,33.8736156053262,34.4108492273871,34.9257721098977,35.4195468511383,35.8932968775718,36.3480901094888,36.784932278201,37.2047655723205,37.608470171811,37.9968672742718,38.3707228117936,38.7307513997242,39.0776202592724,39.4119529740944,39.7343330108326,40.0453069746175,40.3453875943224,40.6350564457149,40.9147664277245,41.1849440103391
"7",26.4880467202471,27.1237772710476,27.8621676598212,28.6239546220324,29.3757830984031,30.1043622076055,30.8047246160724,31.4755322144969,32.1170830686508,32.7304097812279,33.3168515395699,33.8778449158437,34.4148207869184,34.9291546593351,35.4221445359585,35.8950031469806,36.3488576331698,36.7847529794576,37.2036571921631,37.6064671301194,37.9940144050527,38.3670710481304,38.7263547973726,39.0725339487022,39.4062317618156,39.7280304377044,40.038474697253,40.3380749954978,40.6273104071264,40.9066312175466
"8",25.5118057794931,26.2027132598441,27.0022711292175,27.8194273722955,28.6198567185067,29.3911773810972,30.1294683671109,30.83426786709,31.5065617095332,32.1479163079702,32.7600874738137,33.3448406043004,33.9038694639389,34.4387624675318,34.9509921943451,35.4419161844724,35.9127829881385,36.3647403865947,36.7988442125152,37.2160669859671,37.6173059983117,38.0033906965366,38.3750893354729,38.7331149233099,39.0781305127986,39.4107539007913,39.7315618001837,40.0410935452808,40.3398543865282,40.6283184247541
"9",24.5544864483324,25.3319330197245,26.2042717465033,27.0799732872124,27.9287337611396,28.7410641673257,29.5149412154578,30.2511701723997,30.9516117467566,31.6184569911005,32.2539213173687,32.8601173196515,33.4390071351104,33.9923908200484,34.5219108149916,35.0290631183203,35.5152107036544,35.9815970797212,36.4293590507465,36.8595383083089,37.2730917661282,37.6709006818127,38.0537786668303,38.4224787051539,38.7776993015027,39.120089871936,39.450255477975,39.7687609930859,40.0761347785393,40.3728719349245
"10",23.5973230334775,24.4615671238386,25.4067824036243,26.3410554127191,27.2381447916553,28.091470671119,28.9009144787646,29.6685517778222,30.3971196988728,31.0894346819656,31.7481720936937,32.3757918763869,32.9745245850566,33.5463819070681,34.0931761053538,34.6165415842431,35.117955683185,35.5987575801344,36.0601649943846,36.5032887355496,36.9291452897946,37.3386676791615,37.7327148292348,38.1120796607413,38.4774960945974,38.8296451333015,39.1691601569783,39.4966315507323,39.8126107614038,40.1176138661416
