"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"4",7.92034787172578,11.1097618371618,13.6629974429794,15.8584535642514,17.8082644382772,19.5719877674756,21.1862642198571,22.6758392227928,24.0585453874077,25.3478632252151,26.554363620445,27.686578658627,28.7515567372257,29.7552323320603,30.7026814313011,31.59830348408,32.4459544509024,33.2490463355962,34.0106231417781,34.7334198688111,35.4199090601534,36.0723380521632,36.6927591633471,37.2830544465363,37.8449561982602,38.3800641173212,38.8898597877546,39.3757190035271,39.8389223358777,40.2806642572154
"5",8.17262307625745,11.5796760599662,14.3287911194179,16.7009413070542,18.8099757592751,20.7168510854308,22.4594328204341,24.0635720631141,25.5481145990437,26.9274769345521,28.2130987287825,29.414320754267,30.5389455027237,31.5936114221623,32.584052135313,33.5152816848336,34.3917305151375,35.2173476500278,35.9956790628277,36.7299288917415,37.4230080408846,38.0775733358237,38.6960594897805,39.2807055159284,39.8335767906768,40.3565836688678,40.8514973337035,41.3199634054017,41.7635137153427,42.1835765648566
"6",8.42809290104083,12.0560054582568,15.0025007269322,17.5507891520854,19.8164088317047,21.8618168590095,23.7262646765359,25.436897434397,27.0137726360172,28.4724416462561,29.8254062418705,31.0830002142472,32.2539534363283,33.3457694714974,34.3649880934206,35.3173737565304,36.2080547146328,37.0416282345781,37.822241891814,38.5536575935264,39.2393028654289,39.8823125689097,40.4855633043717,41.0517021372935,41.5831708540894,42.0822266516842,42.5509599472042,42.9913098357729,43.4050776074475,43.7939386468789
"7",8.68664778818395,12.5382327816259,15.6829073377567,18.4058341501424,20.8242813041014,23.0023781793792,24.9809909141514,26.788809426276,28.4473569464074,29.9735665402118,31.381235825763,32.6819089289079,33.885442366876,35.0003854310122,36.0342460858753,36.9936831799091,37.8846494944333,38.7125009582555,39.4820819308593,40.1977931413929,40.8636467792196,41.4833118756127,42.0601522149002,42.5972584010978,43.0974752817921,43.5634256316736,43.9975307833862,44.4020287369703,44.7789901636631,45.1303326333806
"8",8.94817543661548,13.0258308379082,16.3687832833953,19.263929729323,21.8303901135431,24.1342189605218,26.2182009942531,28.1128878647319,29.8415787383935,31.4228811395695,32.8721582046101,34.2024083417643,35.4248321034808,36.5492156444706,37.5842010009391,38.5374834646375,39.4159602249461,40.2258453642075,40.9727609428318,41.6618106473135,42.297640419648,42.8844891566392,43.4262316851293,43.9264156204928,44.3882933012912,44.8148497007281,45.2088270059071,45.5727464031239,45.9089274944224,46.2195056858871
"9",9.21256100301954,13.5182647231855,17.0589001248709,20.1229639485915,22.831644159902,25.253263654426,27.4329097003372,29.4033798149656,31.1901129188528,32.8137241876905,34.2914401691899,35.6379747469176,36.8660975435993,37.9870221452827,39.0106831061552,39.9459411709488,40.8007403304716,41.5822314207006,42.2968717500398,42.9505070601328,43.5484401294961,44.0954890403859,44.5960372759448,45.0540772366322,45.4732483650849,45.8568707865341,46.2079751693397,46.5293293621717,46.8234622544083,47.0926852233534
"10",9.47968730625602,14.0149940535668,17.7520364152412,20.9808766763867,23.8250937836288,26.3557197758529,28.620610540951,30.6552583513749,32.4876532772417,34.1407830152243,35.6340529944625,36.9841592489207,38.2056609169382,39.3113768543379,40.3126734908659,41.2196821845525,42.0414689163876,42.7861705290357,43.4611066650566,44.0728735013055,44.6274234627123,45.1301338668793,45.5858666370852,45.9990206704271,46.3735780664767,46.7131451520914,47.020989043287,47.3000703416878,47.5530724554527,47.7824279523157
"11",9.74943503474446,14.5154751835828,18.4469851740641,21.835675471397,24.8079566244598,27.4381126475237,29.7773150114351,31.8642585071203,33.7299340151023,35.4000867147596,36.8966211370462,38.2384744231826,39.4421982070858,40.5223697088486,41.4918967391924,42.3622533296991,43.1436678509006,43.84527720321,44.4752558558698,45.0409256096351,45.548850152629,46.0049173191467,46.414411195438,46.7820756971497,47.1121708816834,47.4085230008245,47.6745691104337,47.9133969128326,48.1277803994213,48.3202117765059
"12",10.0216829562929,15.0191633964682,19.1425609999424,22.6854499766042,25.7776395483591,28.4973120425489,30.8995776878278,33.026891224565,34.9137201127673,36.5889583691077,38.0773205212418,39.4002225148609,40.5763816574602,41.622251209244,42.5523512783509,43.3795308591987,44.1151817280335,44.7694170978982,45.3512234272374,45.8685910740395,46.32862780968,46.7376581297806,47.1013105855982,47.4245948710951,47.7119700561406,47.9674051054458,48.1944326348475,48.3961967117158,48.5754953918043,48.7348185923236
"13",10.2963081298458,15.5255150521369,19.8376067546203,23.5283846742297,26.7317564423997,29.5305506596327,31.9845076131636,34.1404369151248,36.0367701423641,37.7059329827222,39.1757372602619,40.4702814015063,41.6105810670397,42.6150394837585,43.4998155198224,44.2791221994276,44.96547513843,45.5699031404438,46.102129045944,46.5707264521969,46.9832563853113,47.3463870133796,47.6659988229969,47.94727721554,48.1947941412126,48.4125801339968,48.6041879122354,48.7727485505576,48.921021098315,49.0514364103758
"14",10.573186118628,16.0339896793233,20.5309997602494,24.3627698873463,27.6681417885045,30.5354346085178,33.0297668632772,35.202920872629,37.0977759424821,38.7506486130812,40.1926983026461,41.4508646096664,42.5485455624389,43.5061192421306,44.3413627510783,45.0697989518405,45.7049892754666,46.2587843217717,46.741540232761,47.1623065876259,47.5289901692148,47.8484980310871,48.1268626567593,48.3693515394233,48.5805631583742,48.7645110504702,48.9246974485818,49.0641777701182,49.185617078258,49.2913395004262
"15",10.8521912041646,16.5440519991321,21.2216574601723,25.1870109525864,28.5848600334397,31.5099462999978,34.0335575312499,36.2130732498044,38.0962840522912,39.723718504544,41.130085320491,42.3452706138891,43.395085081272,44.3018555821649,45.0849107781657,45.760989067941,46.3445861781309,46.848253928908,47.282858373138,47.6578035049541,47.9812254458231,48.2601611332284,48.5006948935222,48.7080857857284,48.8868782060776,49.0409979141821,49.1738353631769,49.2883179766245,49.3869728071057,49.4719808299785
